YKR034W	YCR040W	YJL110C	YCR096C	YFL021W	YPR199C	YER040W	YDL170W	YDR520C	YML113W	YCR039C	YGL001C	YER190W	YDR084C	YER189W	YIR029W	YDL210W	YCR041W	YMR193W	YHR091C	YNL338W	YDR544C	YNL339C	YDR545W	YCR019W	YCR018CA	YNL337W	YER002W	YGR019W	YKR039W	YEL063C	YBL113C	YBL112C	YBL109W	YHR157W	YHR156C	YLR023C	YDR041W	YBL111C	YLR465C	YDR040C	YLR463C	YLR467W	YDR543C	YDR210WD	YCR105W	YNR068C	YBL018C	YNL143C	YBR006W	YIR032C	YIR005W	YHR037W	YDR210W	YMR257C	YBR208C	YNL142W	YHR029C	YOR348C	YBR103W	YBR102C	YBR166C	YIR028W	YOR375C	YLR142W	YLR082C	YIR031C	YKL178C	YHL016C	YMR098C	YJR110W	YJR109C	YMR086CA	YKR093W	YMR087W	YDR522C	YDR067C	YDR317W	YJL088W	YDR068W	YGR072W	YLR048W	YDR473C	YGR071C	YLR047C	YGR296W	YOL159C	YNL241C	YLL065W	YJR011C	YLR439W	YJR044C	YMR258C	YLR265C	YDR319C	YLL048C	YBR268W	YOL042W	YGL004C	YBR266C
0.0714576	0.4558304	0.6996339	0.1329276	0.2860339	0.1195334	0.6069497	0.7155982	0.2629814	0.6543556	0.0292935	0.5059618	0.5651781	0.3942965	0.1818642	0.3380006	0.0019151	0.3186875	0.0165220	0.0002464	0.1815053	0.3416964	0.1102453	0.6320083	0.6152269	0.5673120	0.5462357	0.6237689	0.0197252	0.3246030	0.3352102	0.4092260	0.4136990	0.5422282	0.2648856	0.6266689	0.6145674	0.1307616	0.1262575	0.7177173	0.0018508	0.6178966	0.6479989	0.6726930	0.2812957	0.1870209	0.6669679	0.2019762	0.1001751	0.2713715	0.8830081	0.0120395	0.4191545	0.5839902	0.4192335	0.4901383	0.0119937	0.1287630	0.3959985	0.4663078	0.4136022	0.3262291	0.2112326	0.2584881	0.2818221	0.3026007	0.2577679	0.1137895	0.4461283	0.4032746	0.2833856	0.2418342	0.0025515	0.0059651	0.6665411	0.0002587	0.1631506	0.4773085	0.1212120	0.5932336	0.2627365	0.1702561	0.0406970	0.5034538	0.4710042	0.7759249	0.1490282	0.0494645	0.5189648	0.3003065	0.3936447	0.0987054	0.0615514	0.6873575	0.1858166	0.0234842	0.1844896	0.0647763	0.5138283	0.7195615
0.2651010	0.4988740	0.5561203	0.0800893	0.4611276	0.2348054	0.7235509	0.6457664	0.3149367	0.7099493	0.1334188	0.1459372	0.4657291	0.0192640	0.5459425	0.2547058	0.0296811	0.2549066	0.2795983	0.5218397	0.0451720	0.2032946	0.0272183	0.5278825	0.3353275	0.7832837	0.7451821	0.6786128	0.2466309	0.7360752	0.0206531	0.6331439	0.6624046	0.6537957	0.0003798	0.3544811	0.7485013	0.0042497	0.0917827	0.7321394	0.0015668	0.0891548	0.0097018	0.2394180	0.2312526	0.5958173	0.1888479	0.3290699	0.3029182	0.1419463	0.6103667	0.0860838	0.6225141	0.6647320	0.6599305	0.4300167	0.2838194	0.0319022	0.6810194	0.1350398	0.0518816	0.1578114	0.0763000	0.2023712	0.6539046	0.3831752	0.0000000	0.3736856	0.3470161	0.5634722	0.1923818	0.6039852	0.3460060	0.0034223	0.0904419	0.0063141	0.0000000	0.0787079	0.0530435	0.5076713	0.1484351	0.5376580	0.3558442	0.4966866	0.1313882	0.5646658	0.0472994	0.2559390	0.5476648	0.0114951	0.0673613	0.0521031	0.1335389	0.6412644	0.0781426	0.1272172	0.0540989	0.0001428	0.4665619	0.7083033
0.5012214	0.6840979	0.3679886	0.0044043	0.2633938	0.3358729	0.3869562	0.6232604	0.4195996	0.7012871	0.0204244	0.2559873	0.6087874	0.4414434	0.5216696	0.0148105	0.3547764	0.3699731	0.7161524	0.0799595	0.3450683	0.5819830	0.0799120	0.4933365	0.4944648	0.7771404	0.6355771	0.3049954	0.5896743	0.5795797	0.1723420	0.6785785	0.1143759	0.2307032	0.1415990	0.1627647	0.3850993	0.4936436	0.1136788	0.6826536	0.2274160	0.4195763	0.0814271	0.4150660	0.3807677	0.4354510	0.1588396	0.3905261	0.6828417	0.0000373	0.5847709	0.2299763	0.3603387	0.5926147	0.5714058	0.1027441	0.0098433	0.3563288	0.3522948	0.6884183	0.0761291	0.1216769	0.0514620	0.2993584	0.6334224	0.6531286	0.1361383	0.5140001	0.1381330	0.3861281	0.0290682	0.3893911	0.6168571	0.0051426	0.3185076	0.5490045	0.1239231	0.3696254	0.1463775	0.1289637	0.2112234	0.3517401	0.3974797	0.6220047	0.2847162	0.6085966	0.1202503	0.1363287	0.6819082	0.0876078	0.0728497	0.0058291	0.0889609	0.3886121	0.1200403	0.4717393	0.1333139	0.0454355	0.3848942	0.6091907
0.0001119	0.6025033	0.5108219	0.4533676	0.5482815	0.2949254	0.0853602	0.0278368	0.1327707	0.6132739	0.6166174	0.0000000	0.5581639	0.0069636	0.0437235	0.6442946	0.0000048	0.5687100	0.5040489	0.1849923	0.1753202	0.8639041	0.1381494	0.0003924	0.3874193	0.5177446	0.2075966	0.5375519	0.7694762	0.3476609	0.6582289	0.1859697	0.0229341	0.1868085	0.4145428	0.6319039	0.4250648	0.0004949	0.2005182	0.5865745	0.2677038	0.3971221	0.5311211	0.2564098	0.4193488	0.7156024	0.0118573	0.5783180	0.2406664	0.6108139	0.0002974	0.3150585	0.0000003	0.7039331	0.8228946	0.6826856	0.0007316	0.0000000	0.2521605	0.0006588	0.6178286	0.5075219	0.0240897	0.5918956	0.4541869	0.4575538	0.3745944	0.1173933	0.6213138	0.6978885	0.3792414	0.4303201	0.0890778	0.2626705	0.5612271	0.3983424	0.7111329	0.0070181	0.1970372	0.6113342	0.1260519	0.7079661	0.0000000	0.2233169	0.0896485	0.6326632	0.5875165	0.6642914	0.2479983	0.0785062	0.4115798	0.2188181	0.0029017	0.4049005	0.0997623	0.3272708	0.0005042	0.4205288	0.2126155	0.6413025
0.4464631	0.8228619	0.1858250	0.0377123	0.5638172	0.2041906	0.0000000	0.0000000	0.4394729	0.6071926	0.4010313	0.5088666	0.1892650	0.1380448	0.4884386	0.5931893	0.0000000	0.2515712	0.6774437	0.6501560	0.0919585	0.7500140	0.0211960	0.1689411	0.4958654	0.3363164	0.8056369	0.6620726	0.7541350	0.7042328	0.3686386	0.5239832	0.0000000	0.5831229	0.0203168	0.0000000	0.3461890	0.5936060	0.0000000	0.5509658	0.2042734	0.6168212	0.0716421	0.2795167	0.0000000	0.7628473	0.6360182	0.7106933	0.2722632	0.1084574	0.3046730	0.3556054	0.4975231	0.7481009	0.6022489	0.1942086	0.0000000	0.7384423	0.2890562	0.5843559	0.0000000	0.1093345	0.1231226	0.4329745	0.4342143	0.4896090	0.0606447	0.5323932	0.2831807	0.1584173	0.0006831	0.0029287	0.4042657	0.0867294	0.3326956	0.4240150	0.0017151	0.0139247	0.2743819	0.2888870	0.0189248	0.0517441	0.0448446	0.2099393	0.0000509	0.6664515	0.4677759	0.7922161	0.5546460	0.0005599	0.3376890	0.0032092	0.2350467	0.0661912	0.0004514	0.5630420	0.0370167	0.0005018	0.0472307	0.8027333
0.0578538	0.5567261	0.6781449	0.2474120	0.0044375	0.7700211	0.3753768	0.6898279	0.7124364	0.5505335	0.0204466	0.6460337	0.4854443	0.0010652	0.6209280	0.3049188	0.6622503	0.4186243	0.6973635	0.2845183	0.0049804	0.2599753	0.0314892	0.5842869	0.5557720	0.6928943	0.5508206	0.0091775	0.0022915	0.3621994	0.0000000	0.2175647	0.4094581	0.2394424	0.0058742	0.6811938	0.3578025	0.4493927	0.1690970	0.7012825	0.3714779	0.7179344	0.1382074	0.4539964	0.5947774	0.4712560	0.5651156	0.2996618	0.4142760	0.2030840	0.0020705	0.7022339	0.0106921	0.6271320	0.4681578	0.1626303	0.0012612	0.5970980	0.1743087	0.0862951	0.0178526	0.6044255	0.0000000	0.2820494	0.3828649	0.5810786	0.0001332	0.6775273	0.2514135	0.2764632	0.2330118	0.6202444	0.6157064	0.3838168	0.4606348	0.0827031	0.4391246	0.6726493	0.5357207	0.4459227	0.0000000	0.0393825	0.0005523	0.6340362	0.7148923	0.6570971	0.0022287	0.2106537	0.7392048	0.3222599	0.3284549	0.0392624	0.3166857	0.6984692	0.0000000	0.2902000	0.5116215	0.2383216	0.7254114	0.0002708
0.0566504	0.6490048	0.1264331	0.4753652	0.4601671	0.7004913	0.0000000	0.0000000	0.4266437	0.6013463	0.5473501	0.0502566	0.3400013	0.0002770	0.5822506	0.4847790	0.0000000	0.2863516	0.4114094	0.0746871	0.1969956	0.6494092	0.0003498	0.6653963	0.3027296	0.0000000	0.2263224	0.4955557	0.5047310	0.2917248	0.6242471	0.5972504	0.1223583	0.7102411	0.3799585	0.0923518	0.3102445	0.3391109	0.3645137	0.7507312	0.0778817	0.2181361	0.0000000	0.0342182	0.5063446	0.6507918	0.0000000	0.3304648	0.3002243	0.6037598	0.0000000	0.0098905	0.0000000	0.0711373	0.5961217	0.6083222	0.0000000	0.7471443	0.5112027	0.0291658	0.1894469	0.6820183	0.0790831	0.0000000	0.6248173	0.5916681	0.0000000	0.6382484	0.0000000	0.1117114	0.4333481	0.2703441	0.6455085	0.1829527	0.6000776	0.3034855	0.6281437	0.3739979	0.0000000	0.3846143	0.0479654	0.1441644	0.0003277	0.3269992	0.0029600	0.6578913	0.6527310	0.3144633	0.0974410	0.1284736	0.0000000	0.2992815	0.0016162	0.2377209	0.0916091	0.2256414	0.1148948	0.0000000	0.5374821	0.7182417
0.1624183	0.4228248	0.7189205	0.0016810	0.1853019	0.7178493	0.3447899	0.4669088	0.6068841	0.8254050	0.0982173	0.6305244	0.5653528	0.0000304	0.5597568	0.5526350	0.6336854	0.3374668	0.5288880	0.0083543	0.0476200	0.3760215	0.0302716	0.5585579	0.6321311	0.2728217	0.6937154	0.5389146	0.2051574	0.6505740	0.0000000	0.7620164	0.1967519	0.6392146	0.5172327	0.4888202	0.4481134	0.1302040	0.0000000	0.6772530	0.0335768	0.3933931	0.3077207	0.1892242	0.4913445	0.6438385	0.7296868	0.1708310	0.4732865	0.0002458	0.0520564	0.0000000	0.2100288	0.6002165	0.6257913	0.6961669	0.0043996	0.5171057	0.5757010	0.0812226	0.0274975	0.6820820	0.1350163	0.2135072	0.7519233	0.1301502	0.3088440	0.1715232	0.4672112	0.0331414	0.1779094	0.0012750	0.6232123	0.5675437	0.5008396	0.6480048	0.5988109	0.5998866	0.0135468	0.0924158	0.3388105	0.2964786	0.2374511	0.6933707	0.0108095	0.6242133	0.6184783	0.0063540	0.5942981	0.3452753	0.2639033	0.0812733	0.0143253	0.7453716	0.1559998	0.1169857	0.3840235	0.0702155	0.1479274	0.5520605
0.1717321	0.3095847	0.1970863	0.0007897	0.0569427	0.7450457	0.6702370	0.6841146	0.6489371	0.2688029	0.0231935	0.7415261	0.4521202	0.1770768	0.5230403	0.2521126	0.1032818	0.3192546	0.2956109	0.0039257	0.0408480	0.1130329	0.1555247	0.3779860	0.4085867	0.5838446	0.6605717	0.0288869	0.2524111	0.7597216	0.4516591	0.5579513	0.2914887	0.8002894	0.3045898	0.6372084	0.7330880	0.0017140	0.3367601	0.5759001	0.3273819	0.1877771	0.4268349	0.3762586	0.5336698	0.7374101	0.6093575	0.2393923	0.3138544	0.1529305	0.5486095	0.4828655	0.0724500	0.2017557	0.3191316	0.0248431	0.5891762	0.4295991	0.4389222	0.0516193	0.2456346	0.4988901	0.2147255	0.2293175	0.6492483	0.4180934	0.2930864	0.2408693	0.0863832	0.1566380	0.4253577	0.4695711	0.6254329	0.1735550	0.6090193	0.0991087	0.4954280	0.6077484	0.0182433	0.1164358	0.5186254	0.2093129	0.7340553	0.4484401	0.2426904	0.6909958	0.0114535	0.2153062	0.4571953	0.5987953	0.3533679	0.0711400	0.4565858	0.2134819	0.6539318	0.4821927	0.6689339	0.0001888	0.0000000	0.1759729
0.0616715	0.1885450	0.0090641	0.0008939	0.0852879	0.6510931	0.2867219	0.4668371	0.5833217	0.2910930	0.0006950	0.6648000	0.2582014	0.0009256	0.4105994	0.6728411	0.2194508	0.3034461	0.2959740	0.0067299	0.0000456	0.5413063	0.1575529	0.3275956	0.4764937	0.6684557	0.4641071	0.6047094	0.0928706	0.3334235	0.6310605	0.5470693	0.2552363	0.7021780	0.3561891	0.0169650	0.0038649	0.6243796	0.4536699	0.6323301	0.0552827	0.3764398	0.1106423	0.5815289	0.6033008	0.7030416	0.4850531	0.3853736	0.3846514	0.1034150	0.1980986	0.3482578	0.3970975	0.6243342	0.8381232	0.4552082	0.1165548	0.3987314	0.1237049	0.3695239	0.0437021	0.1021175	0.3915613	0.3294404	0.2246343	0.6080830	0.3415802	0.2568813	0.4595057	0.5717683	0.0000000	0.3367397	0.6813993	0.3535176	0.2926626	0.0001882	0.6710931	0.4353756	0.2516837	0.0008349	0.4005438	0.2653321	0.2120465	0.3452573	0.0113286	0.5994890	0.8738656	0.1654892	0.4495436	0.0000000	0.2804495	0.1292794	0.4762147	0.0000043	0.6786194	0.7356382	0.4108032	0.1302526	0.6251985	0.8431759
0.0511699	0.4632109	0.6764269	0.0001751	0.3267087	0.6597418	0.6817924	0.6138197	0.5886767	0.3727170	0.0359487	0.5065911	0.4974659	0.0022913	0.2426929	0.6691305	0.0016268	0.4016974	0.2296048	0.0007599	0.0935643	0.2164732	0.0221944	0.5938398	0.6269433	0.2535093	0.6600716	0.7095966	0.0182429	0.6792231	0.3062190	0.6051306	0.3331685	0.7085795	0.0027543	0.3803135	0.6309324	0.0612094	0.2098016	0.8572443	0.2718421	0.5575906	0.0100455	0.3183022	0.4544941	0.0202324	0.1085698	0.5367166	0.1147969	0.0006643	0.6391453	0.1435591	0.0013045	0.5577411	0.7204235	0.5028504	0.0887849	0.0527277	0.6641908	0.6952888	0.0680623	0.6709234	0.0465568	0.0690170	0.1305130	0.5850515	0.1168964	0.6756871	0.2265774	0.2087261	0.0226166	0.0009843	0.6902066	0.4920515	0.2892487	0.0014690	0.6982856	0.4601899	0.0813655	0.2291330	0.2270762	0.3774508	0.0340415	0.3626578	0.4849432	0.6088412	0.6251147	0.3662043	0.5609591	0.0179258	0.0178289	0.0305599	0.0462055	0.6044356	0.0302885	0.0000000	0.0000000	0.1327052	0.5186215	0.7527544
0.4265633	0.4116630	0.6347980	0.2219221	0.5098238	0.0000000	0.5068247	0.6638123	0.0000000	0.3676860	0.2337393	0.5133249	0.3386655	0.3163095	0.6784521	0.0000000	0.0775757	0.2827799	0.6301690	0.0234654	0.2867669	0.2769233	0.0668022	0.5381884	0.5050684	0.5050984	0.7089529	0.8125750	0.2695011	0.5820731	0.0173747	0.5514264	0.1310726	0.6442068	0.0004363	0.5648350	0.3592394	0.5147549	0.0308043	0.6462532	0.1856017	0.6875031	0.0529704	0.5107887	0.0557207	0.4174085	0.1955809	0.2425864	0.1303345	0.0036114	0.7528431	0.0816328	0.2256378	0.6773298	0.5542765	0.1317351	0.7879307	0.0145163	0.3910007	0.5871084	0.1597714	0.5410281	0.0031952	0.1991180	0.5848304	0.6667986	0.1628450	0.2935415	0.0042322	0.1186812	0.2798348	0.5091919	0.0000000	0.3098260	0.2825728	0.5768354	0.0000000	0.0123682	0.1242316	0.6655827	0.1643066	0.4628149	0.0722521	0.5263304	0.0655050	0.7239142	0.1716047	0.3794207	0.5000672	0.0071510	0.1679340	0.0000000	0.0003347	0.6643838	0.0000000	0.3347154	0.0230592	0.0429617	0.3020198	0.6107336
0.2572994	0.7015842	0.6942434	0.0351239	0.1522743	0.6604598	0.5742106	0.8071211	0.6752289	0.6525704	0.0633149	0.5849927	0.6226307	0.1260340	0.3675977	0.4279491	0.0630262	0.2699525	0.4098370	0.4835062	0.5963288	0.5711976	0.0669416	0.5096634	0.6025980	0.3770254	0.6154938	0.2625479	0.3310773	0.4337537	0.1854092	0.1049714	0.5183449	0.5702836	0.6034661	0.0716417	0.5566758	0.0003055	0.1393730	0.6021398	0.2120171	0.7347624	0.0059589	0.4935036	0.5307012	0.6881658	0.7230716	0.2591581	0.0561959	0.1290534	0.6653130	0.2479274	0.8383068	0.4892976	0.2538971	0.4643576	0.4934428	0.2861617	0.4419735	0.6198501	0.0522836	0.4741813	0.1322008	0.1873861	0.6665830	0.6801028	0.2255466	0.7068455	0.3120538	0.0306831	0.2077728	0.4563563	0.6752546	0.0058987	0.6084670	0.0003352	0.0983553	0.6989263	0.0200478	0.3980353	0.3163123	0.0518580	0.0231222	0.6670679	0.6427187	0.5676646	0.5082382	0.0003013	0.6415430	0.4508350	0.3300818	0.0002267	0.1869367	0.6059671	0.2992392	0.0970063	0.2275961	0.0715949	0.0895102	0.4908086
0.4720267	0.7147010	0.4405176	0.1698363	0.3708526	0.6455330	0.6397773	0.6562049	0.5055381	0.7458128	0.2543828	0.0619217	0.4001684	0.1086059	0.4401734	0.3276325	0.2164661	0.2791691	0.4812976	0.1559213	0.0678079	0.6285020	0.0624921	0.5728182	0.5578229	0.7877773	0.5532607	0.0000000	0.5896506	0.6713445	0.0000000	0.1613797	0.1285218	0.2223461	0.5607344	0.5230560	0.5047990	0.1360955	0.0092138	0.7011446	0.2123662	0.4435199	0.2660944	0.4452500	0.4449897	0.3185980	0.1573658	0.3527294	0.3800927	0.0621742	0.7494827	0.0115953	0.3220091	0.5054830	0.4211679	0.5470097	0.0359585	0.0360412	0.6473816	0.0300496	0.4322200	0.1052859	0.1103585	0.1279991	0.0259576	0.0878280	0.0012344	0.6637538	0.1462124	0.2374764	0.1913243	0.6007628	0.5684161	0.0024438	0.6237974	0.0008851	0.0771622	0.3975345	0.0639752	0.7878353	0.1636924	0.4436007	0.1262884	0.2735471	0.0958404	0.6968083	0.7274983	0.0080287	0.6166571	0.2409475	0.1646663	0.0580271	0.0996828	0.3818147	0.0033825	0.1128654	0.0198723	0.0157120	0.1215607	0.7154253
0.0666133	0.2889690	0.6814911	0.0101265	0.1974315	0.2292800	0.5482134	0.7606973	0.0000000	0.8138266	0.6354943	0.2783658	0.6565691	0.0171604	0.6062649	0.6427793	0.0001105	0.7309878	0.0344907	0.0827827	0.0181579	0.4092252	0.0129091	0.7455004	0.4131438	0.7244023	0.6097422	0.5178960	0.0000507	0.4413488	0.1102143	0.7255407	0.3452195	0.7441749	0.0058021	0.3638753	0.5245916	0.0130996	0.0000751	0.6340145	0.1062391	0.7770292	0.0118174	0.3769928	0.2952628	0.0094720	0.1599280	0.2015494	0.5328184	0.0003051	0.0004301	0.3272107	0.6111118	0.6335568	0.2185868	0.0456719	0.0008410	0.2685746	0.5661257	0.4997371	0.1245981	0.7033187	0.2465664	0.0779252	0.4483559	0.5562093	0.2211682	0.6551912	0.1380188	0.0227176	0.2671333	0.0987216	0.0136171	0.0061438	0.0750103	0.0982857	0.4376723	0.6537468	0.0092274	0.4426793	0.2976477	0.3849533	0.0313441	0.3433361	0.0663875	0.6646969	0.0843865	0.0002733	0.5624749	0.0195402	0.0039074	0.0635628	0.0049421	0.6791286	0.2199888	0.2998183	0.1351011	0.1120570	0.6960545	0.6996008
0.4229382	0.6043142	0.7688273	0.4393934	0.4683548	0.1811655	0.6762531	0.6219518	0.2742749	0.7092881	0.4402993	0.5419501	0.5686383	0.2547567	0.6412024	0.2221959	0.7213968	0.7039517	0.4392500	0.0102179	0.0971019	0.6350210	0.5230532	0.4539925	0.6936190	0.5648186	0.6525328	0.6692665	0.3962043	0.4492965	0.0394637	0.5834547	0.1302865	0.6452003	0.0117339	0.6198717	0.5420050	0.4618396	0.0845581	0.7782128	0.0129084	0.2679043	0.1287329	0.3148250	0.1225191	0.2068837	0.1443963	0.4879496	0.6853032	0.0000000	0.7240804	0.1790625	0.6558939	0.6034977	0.3315463	0.5368963	0.3761497	0.0701466	0.6139241	0.5871179	0.1212251	0.1005793	0.0113033	0.0274660	0.5351209	0.7682868	0.0877095	0.4293132	0.0317225	0.0445531	0.1545690	0.0001471	0.1419824	0.4403812	0.4021691	0.0026586	0.0064689	0.0074074	0.0032771	0.1279250	0.1837209	0.4385024	0.1802189	0.5089129	0.2500053	0.6543022	0.1549922	0.0017419	0.7104623	0.0058520	0.1167882	0.0020472	0.0010432	0.6958785	0.0649899	0.1397969	0.0524861	0.0206733	0.4313412	0.6902142
0.2916769	0.5643505	0.5607154	0.3837798	0.0813416	0.6639024	0.6647846	0.6521063	0.7084712	0.6151820	0.2584620	0.5133492	0.6041949	0.0551107	0.1687342	0.5011251	0.0779277	0.6541730	0.1133192	0.4705260	0.0695027	0.5933054	0.3419014	0.7248649	0.6829190	0.4267023	0.7989470	0.1129220	0.1984357	0.6964402	0.0000000	0.6546397	0.2267468	0.6935896	0.4240847	0.3192841	0.5551723	0.0226192	0.0186496	0.7623121	0.2266773	0.6564638	0.0066580	0.2346102	0.0000000	0.0962032	0.1653778	0.3705729	0.0342120	0.1042052	0.6721588	0.4869731	0.1599281	0.6368291	0.4006279	0.4568770	0.0020757	0.1194741	0.7070528	0.0671258	0.4013531	0.1205375	0.1568495	0.1814447	0.7011338	0.1433593	0.1881742	0.6291637	0.0367672	0.3741195	0.2561116	0.0068665	0.6409549	0.2525977	0.7445192	0.0002627	0.3390202	0.7560266	0.1687314	0.0359246	0.3700169	0.2318003	0.5294023	0.6984355	0.1239159	0.6376671	0.0394492	0.0953324	0.5861051	0.0864374	0.2272039	0.0398801	0.3554467	0.6709082	0.6188814	0.0958636	0.5408629	0.0000554	0.0000000	0.2847112
0.0663739	0.0573729	0.3222377	0.0000000	0.0304193	0.6760721	0.7434813	0.6085995	0.5228850	0.0000000	0.1476322	0.3183886	0.5084727	0.7239034	0.2357095	0.5578855	0.2088293	0.2725353	0.0059322	0.4018264	0.0376809	0.0501846	0.2838610	0.3202454	0.2022283	0.6830607	0.3099010	0.0000000	0.0227153	0.5029840	0.0000000	0.1980084	0.3002243	0.4539425	0.1349522	0.0099088	0.5904591	0.3185733	0.1124719	0.6354318	0.1352714	0.4329303	0.0283922	0.7785809	0.5460764	0.5190900	0.5990564	0.2452887	0.0048184	0.2394700	0.2256566	0.4677362	0.0068578	0.0165523	0.5388981	0.4734231	0.0003252	0.3339782	0.4751620	0.0354120	0.0563513	0.5464111	0.0134508	0.0033442	0.7601086	0.1097643	0.3355813	0.6911316	0.3558511	0.4840455	0.2700595	0.4744313	0.5643120	0.3131604	0.4732347	0.1154063	0.5628502	0.1172304	0.3310615	0.0000139	0.7460529	0.0761292	0.8340318	0.0289612	0.6115268	0.6569152	0.2312079	0.2057214	0.7113837	0.4261202	0.1362901	0.0000000	0.4345999	0.1574921	0.6261634	0.2075876	0.5641004	0.0088592	0.2636756	0.0041727
0.6722215	0.6700143	0.0000000	0.4662827	0.7690357	0.7084410	0.0000000	0.0000000	0.4595987	0.6986083	0.2594453	0.6216649	0.1007224	0.6542310	0.6369090	0.6210620	0.0000000	0.6575466	0.5856092	0.2484819	0.5417398	0.3296224	0.0805572	0.0000000	0.5073096	0.3336545	0.6455742	0.2015046	0.3144930	0.0000000	0.7139529	0.0496226	0.0000000	0.0000000	0.4905028	0.1107156	0.5424224	0.5766393	0.3510187	0.0000000	0.2925173	0.6625767	0.0000000	0.2067345	0.0703318	0.5691348	0.7074423	0.5239965	0.6098492	0.2343330	0.0000000	0.2634576	0.0881631	0.0000000	0.1658237	0.6439407	0.7479374	0.7440625	0.4616366	0.0000000	0.6323108	0.0483781	0.5132057	0.2274160	0.3801535	0.1568150	0.0042591	0.2886537	0.0020616	0.3257367	0.4640650	0.0004231	0.7246291	0.0025706	0.3703722	0.6186905	0.0019597	0.4131412	0.0121043	0.6316153	0.2405478	0.6481423	0.0006036	0.5303769	0.1428531	0.5444499	0.7805167	0.7313949	0.2294650	0.0240086	0.0601676	0.3251203	0.2816399	0.0000000	0.0593630	0.0982697	0.0386947	0.0679313	0.2405474	0.7086528
0.5964251	0.7036271	0.2950540	0.0872474	0.5150846	0.5869842	0.7682658	0.6870670	0.3648813	0.5613124	0.1242932	0.5967400	0.6234186	0.1509852	0.5172973	0.2817784	0.1542305	0.5731222	0.7378947	0.0533770	0.3268528	0.3377333	0.0077342	0.7113805	0.3175198	0.6474936	0.6891065	0.6360952	0.5157110	0.6819711	0.0078266	0.5752404	0.2673755	0.5614980	0.0107445	0.1076625	0.4580987	0.1590974	0.0706584	0.7786464	0.5094074	0.2044510	0.1509907	0.4359671	0.3045512	0.1874789	0.5716197	0.5203610	0.1984133	0.0673398	0.6184621	0.0023822	0.3894613	0.7186313	0.1478776	0.1844804	0.4253138	0.0117461	0.7183900	0.0880077	0.0184617	0.1895624	0.0000000	0.1286959	0.6775854	0.3453994	0.1447498	0.6159579	0.0000000	0.5655318	0.2011042	0.6411542	0.6945696	0.8082041	0.3845411	0.0002003	0.0007670	0.2588820	0.0623656	0.0922406	0.0171074	0.4584866	0.0007172	0.1794062	0.3501860	0.4875984	0.0572812	0.0058085	0.5914319	0.1149890	0.1295368	0.0000271	0.1262562	0.8441308	0.0595770	0.6049162	0.0572965	0.0555870	0.3935040	0.6353334
0.5196948	0.5916045	0.5078677	0.0359552	0.4735109	0.3250482	0.2169865	0.3851094	0.5399290	0.2618046	0.2165162	0.5998636	0.2719038	0.0765630	0.1760177	0.4321084	0.5051942	0.4493859	0.3358869	0.0004027	0.3794376	0.6646145	0.2512705	0.6538925	0.4073581	0.6218272	0.7713639	0.7327182	0.5953791	0.3520027	0.3994752	0.6446279	0.0211280	0.2535304	0.0996595	0.5786867	0.4546925	0.0108757	0.2609812	0.6723485	0.0002633	0.6205452	0.3100544	0.4639580	0.0000000	0.1729009	0.2100529	0.3771997	0.5738398	0.0499788	0.0199374	0.0000000	0.6366686	0.0851052	0.2605874	0.6832913	0.0206188	0.6032668	0.7206415	0.2862160	0.4154159	0.4118803	0.3431606	0.1980682	0.8408508	0.5003428	0.0627348	0.3694833	0.4375566	0.5281963	0.4647730	0.4144658	0.7518433	0.0000228	0.5100993	0.2150645	0.0650729	0.0863107	0.1609922	0.2532954	0.1677737	0.6471273	0.4154277	0.5522555	0.0015975	0.5645154	0.3079200	0.0003202	0.7779847	0.0000276	0.2908409	0.2128889	0.1964277	0.5309305	0.0000000	0.1208277	0.0115084	0.0465413	0.3044612	0.7099025
0.0830109	0.7131846	0.7510794	0.3026334	0.2812293	0.7381405	0.7650024	0.7419588	0.2853313	0.6553236	0.6184588	0.0639626	0.5914950	0.0017320	0.4466130	0.0000000	0.0008396	0.2801228	0.5819894	0.3764880	0.0729108	0.2320935	0.0147030	0.4623958	0.7146647	0.6736331	0.6564257	0.6775623	0.0518270	0.6242038	0.3584072	0.1254656	0.6671948	0.3524207	0.0020703	0.7733814	0.3713770	0.4377084	0.0125770	0.5806479	0.2389855	0.5984791	0.7148582	0.5597202	0.5082968	0.6272384	0.7779566	0.3919196	0.0662064	0.0002094	0.0180779	0.1714913	0.6037274	0.5928904	0.4272088	0.0041577	0.7378764	0.0364640	0.1726620	0.4824546	0.3310764	0.6119413	0.1589729	0.0448320	0.3690592	0.3010758	0.3640580	0.4441920	0.3867255	0.0496419	0.1269698	0.0001634	0.5365785	0.5727989	0.4261628	0.0010833	0.6133207	0.5516926	0.0997066	0.7087621	0.2350081	0.2922588	0.0651232	0.6029968	0.1132425	0.6159033	0.2012722	0.4310609	0.6110821	0.0323302	0.2979790	0.0445667	0.0000000	0.6642766	0.0414838	0.0000000	0.1746524	0.0000000	0.6586635	0.5620857
